36.8,194,37.823,43.468,0,0,413,999.121,999.111,999.224,999.212,1,20210409,8505080001,èØì‡êÏêÖån,èØì‡êÏ    
0,-35.288,44.24,,,,,,,,,,,,,
0,-1.803,44.24,,,,,,,,,,,,,
0,-0.115,41.311,,,,,,,,,,,,,
2,0,39.79,,,,,,,,,,,,,
2,0,39.79,,,,,,,,,,,,,
1,0,37.808,,,,,,,,,,,,,
0,0.019,37.193,,,,,,,,,,,,,
0,0.079,39.103,,,,,,,,,,,,,
0,1.113,36.238,,,,,,,,,,,,,
0,1.272,36.186,,,,,,,,,,,,,
0,1.442,36.107,,,,,,,,,,,,,
0,1.644,36.028,,,,,,,,,,,,,
0,1.85,35.986,,,,,,,,,,,,,
0,2.095,35.898,,,,,,,,,,,,,
0,3.018,35.542,,,,,,,,,,,,,
0,3.104,35.51,,,,,,,,,,,,,
0,3.115,35.506,,,,,,,,,,,,,
0,3.12,35.505,,,,,,,,,,,,,
0,3.129,35.503,,,,,,,,,,,,,
0,3.29,35.423,,,,,,,,,,,,,
0,3.468,35.412,,,,,,,,,,,,,
0,3.478,35.412,,,,,,,,,,,,,
0,3.517,35.415,,,,,,,,,,,,,
0,4.113,35.429,,,,,,,,,,,,,
0,4.339,35.383,,,,,,,,,,,,,
0,4.523,35.396,,,,,,,,,,,,,
0,4.552,35.359,,,,,,,,,,,,,
0,4.769,35.295,,,,,,,,,,,,,
0,4.986,35.109,,,,,,,,,,,,,
0,5.04,35.068,,,,,,,,,,,,,
0,5.104,35.032,,,,,,,,,,,,,
0,5.237,34.985,,,,,,,,,,,,,
0,5.274,35.024,,,,,,,,,,,,,
0,5.397,35.059,,,,,,,,,,,,,
0,5.511,35.125,,,,,,,,,,,,,
0,5.573,35.121,,,,,,,,,,,,,
0,5.641,35.2,,,,,,,,,,,,,
0,5.772,35.286,,,,,,,,,,,,,
0,5.983,35.363,,,,,,,,,,,,,
0,6.034,35.37,,,,,,,,,,,,,
