6.000,163.000,4.294,2.807,2.361,2.529,173,0.929,-9999.000,-9999.000,0.000,0,20110119,8505090004,ñÿë]êÏêÖån,í∑ó«êÏ
0,-70.980,0.240
0,-59.010,0.316
0,-49.010,0.456
0,-38.980,0.495
28,-29.580,0.383
7,-20.850,0.370
14,-16.490,0.433
8,-13.420,0.602
0,-13.420,0.895
24,-12.340,0.929
10,-12.340,0.929
0,-5.970,3.908
14,-5.970,3.908
8,-0.300,4.094
0,-0.190,4.290
2,0.000,4.290
1,0.000,4.294
2,0.000,4.290
0,0.160,4.290
0,0.190,4.984
3,0.590,4.984
0,0.590,4.604
0,0.440,4.086
0,0.710,3.382
0,1.630,2.915
10,1.630,2.915
0,9.680,2.985
0,17.250,3.218
10,18.170,2.840
0,37.980,2.512
0,48.400,2.193
0,58.220,2.151
0,64.950,2.153
0,67.970,2.160
2,73.230,2.131
12,73.230,2.361
2,73.230,2.131
8,73.300,2.085
10,73.600,2.085
8,74.090,2.071
0,74.570,2.071
13,74.570,2.071
10,74.810,1.937
9,75.200,1.863
16,79.950,1.010
0,83.240,0.418
9,86.240,-1.585
0,88.565,-2.820
0,95.171,-5.290
0,100.400,-5.330
0,105.301,-5.370
0,110.312,-5.390
0,114.945,-5.460
0,120.086,-5.650
0,125.010,-5.860
0,130.055,-5.840
0,134.733,-5.910
0,139.780,-5.830
0,144.831,-5.480
0,149.906,-5.340
0,154.992,-5.230
0,159.678,-5.120
0,164.297,-5.190
0,169.304,-5.340
0,174.266,-5.480
0,178.868,-5.440
0,184.139,-5.190
0,189.014,-5.100
0,194.191,-5.170
0,199.339,-5.250
0,204.498,-5.240
0,209.714,-5.190
0,214.560,-5.120
0,219.391,-5.070
0,224.577,-4.990
0,229.770,-4.880
0,234.861,-4.750
0,239.595,-4.680
0,244.686,-4.570
0,249.829,-4.440
0,255.250,-4.390
0,259.314,-4.300
0,264.744,-4.220
0,269.472,-4.150
0,274.110,-4.110
0,279.349,-4.050
0,284.239,-3.990
0,289.180,-3.960
0,294.841,-3.920
0,299.571,-3.860
0,304.978,-3.850
0,309.421,-3.810
0,314.158,-3.780
0,319.229,-3.780
0,324.321,-3.800
0,329.424,-3.760
0,334.518,-3.780
0,339.242,-3.760
0,344.631,-3.800
0,350.023,-3.770
0,354.734,-3.800
0,359.809,-3.840
0,364.945,-3.850
0,369.690,-3.800
0,375.107,-3.780
0,380.135,-3.820
0,385.205,-3.860
0,390.348,-3.830
0,395.128,-3.850
0,399.867,-3.840
0,404.517,-3.880
0,409.816,-3.880
0,414.870,-3.880
0,419.614,-3.860
0,424.376,-3.880
0,429.785,-3.890
0,434.921,-3.910
0,439.734,-3.910
0,444.839,-3.910
0,449.945,-3.960
0,455.077,-3.920
0,460.034,-3.910
0,465.180,-3.880
0,469.677,-3.850
0,475.065,-3.880
0,480.054,-3.860
0,485.092,-3.820
0,489.744,-3.660
0,493.228,-3.520
0,498.228,-0.860
